2026-03-28 09:38:09,575 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 09:38:09,575'
2026-03-28 11:23:59,989 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:23:59,989'
2026-03-28 11:24:00,264 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:00,264'
2026-03-28 11:24:00,274 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:00,274'
2026-03-28 11:24:00,346 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:00,346'
2026-03-28 11:24:00,356 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:00,356'
2026-03-28 11:24:00,499 - DEBUG - Request: GET /static/natural/js/shorturl/public/login.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:00,499'
2026-03-28 11:24:00,588 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:00,588'
2026-03-28 11:24:01,054 - DEBUG - Request: GET /dashboard from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:01,054'
2026-03-28 11:24:01,702 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:01,702'
2026-03-28 11:24:01,714 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:01,714'
2026-03-28 11:24:01,765 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:01,765'
2026-03-28 11:24:01,806 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:01,806'
2026-03-28 11:24:02,050 - DEBUG - Request: GET /static/library/chart.js/chart.umd.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:02,050'
2026-03-28 11:24:02,193 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:02,193'
2026-03-28 11:24:02,407 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:02,407'
2026-03-28 11:24:02,458 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:02,458'
2026-03-28 11:24:02,478 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:02,478'
2026-03-28 11:24:02,581 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:02,581'
2026-03-28 11:24:02,673 - DEBUG - Request: GET /static/natural/js/shorturl/private/dashboard.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:02,673'
2026-03-28 11:24:51,463 - DEBUG - Request: GET /dashboard from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:51,463'
2026-03-28 11:24:52,025 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,025'
2026-03-28 11:24:52,064 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,064'
2026-03-28 11:24:52,148 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,148'
2026-03-28 11:24:52,229 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,229'
2026-03-28 11:24:52,260 - DEBUG - Request: GET /static/library/chart.js/chart.umd.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,260'
2026-03-28 11:24:52,412 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,412'
2026-03-28 11:24:52,565 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,565'
2026-03-28 11:24:52,604 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,604'
2026-03-28 11:24:52,656 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,656'
2026-03-28 11:24:52,707 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,707'
2026-03-28 11:24:52,830 - DEBUG - Request: GET /static/natural/js/shorturl/private/dashboard.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:24:52,830'
2026-03-28 11:25:06,445 - DEBUG - Request: GET /index.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:06,445'
2026-03-28 11:25:09,647 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:09,647'
2026-03-28 11:25:10,279 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:10,279'
2026-03-28 11:25:10,360 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:10,360'
2026-03-28 11:25:10,401 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:10,401'
2026-03-28 11:25:10,411 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:10,411'
2026-03-28 11:25:10,504 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:10,504'
2026-03-28 11:25:10,677 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:10,677'
2026-03-28 11:25:10,779 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:10,779'
2026-03-28 11:25:10,870 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:10,870'
2026-03-28 11:25:10,890 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:10,890'
2026-03-28 11:25:11,024 - DEBUG - Request: GET /static/natural/js/shorturl/public/landing.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:11,024'
2026-03-28 11:25:11,115 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:25:11,115'
2026-03-28 11:26:22,604 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:22,604'
2026-03-28 11:26:23,448 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:23,448'
2026-03-28 11:26:23,570 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:23,570'
2026-03-28 11:26:23,692 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:23,692'
2026-03-28 11:26:23,795 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:23,795'
2026-03-28 11:26:24,274 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:24,274'
2026-03-28 11:26:24,773 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:24,773'
2026-03-28 11:26:24,873 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:24,873'
2026-03-28 11:26:24,957 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:24,957'
2026-03-28 11:26:25,008 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:25,008'
2026-03-28 11:26:25,223 - DEBUG - Request: GET /static/natural/js/shorturl/public/landing.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:25,223'
2026-03-28 11:26:25,314 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:25,314'
2026-03-28 11:26:37,716 - DEBUG - Request: GET /admin from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:37,716'
2026-03-28 11:26:45,880 - DEBUG - Request: GET /vebya_theorem from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:45,880'
2026-03-28 11:26:46,473 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:46,473'
2026-03-28 11:26:46,565 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:46,565'
2026-03-28 11:26:46,697 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:46,697'
2026-03-28 11:26:46,758 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:46,758'
2026-03-28 11:26:46,840 - DEBUG - Request: GET /static/library/chart.js/chart.umd.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:46,840'
2026-03-28 11:26:46,850 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:46,850'
2026-03-28 11:26:47,184 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:47,184'
2026-03-28 11:26:47,329 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:47,329'
2026-03-28 11:26:47,401 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:47,401'
2026-03-28 11:26:47,472 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:47,472'
2026-03-28 11:26:47,585 - DEBUG - Request: GET /static/natural/js/shorturl/private/admin.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:47,585'
2026-03-28 11:26:54,289 - DEBUG - Request: GET /dashboard.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:26:54,289'
2026-03-28 11:27:11,730 - DEBUG - Request: GET /admin.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:11,730'
2026-03-28 11:27:53,789 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:53,789'
2026-03-28 11:27:56,343 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:56,343'
2026-03-28 11:27:56,345 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:56,345'
2026-03-28 11:27:56,746 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:56,746'
2026-03-28 11:27:56,777 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:56,777'
2026-03-28 11:27:56,777 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:56,777'
2026-03-28 11:27:56,999 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:56,999'
2026-03-28 11:27:57,009 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:57,009'
2026-03-28 11:27:57,040 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:57,040'
2026-03-28 11:27:57,060 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:57,060'
2026-03-28 11:27:57,761 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/webfonts/fa-solid-900.woff2 from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:57,761'
2026-03-28 11:27:58,008 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/webfonts/fa-brands-400.woff2 from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:58,008'
2026-03-28 11:27:58,209 - DEBUG - Request: GET /static/natural/js/shorturl/public/landing.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:58,209'
2026-03-28 11:27:58,347 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:27:58,347'
2026-03-28 11:33:05,123 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 11:33:05,123'
2026-03-28 11:33:05,144 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 11:33:05,144'
2026-03-28 11:33:13,875 - DEBUG - Request: GET /toc from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:33:13,875'
2026-03-28 11:33:15,188 - DEBUG - Request: GET /favicon.ico from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:33:15,188'
2026-03-28 11:34:33,169 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:33,169'
2026-03-28 11:34:33,715 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:33,715'
2026-03-28 11:34:33,733 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:33,733'
2026-03-28 11:34:33,745 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:33,745'
2026-03-28 11:34:33,846 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:33,846'
2026-03-28 11:34:33,998 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:33,998'
2026-03-28 11:34:34,894 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:34,894'
2026-03-28 11:34:34,987 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:34,987'
2026-03-28 11:34:35,028 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:35,028'
2026-03-28 11:34:35,089 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:35,089'
2026-03-28 11:34:35,190 - DEBUG - Request: GET /static/natural/js/shorturl/public/landing.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:35,190'
2026-03-28 11:34:35,342 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:34:35,342'
2026-03-28 11:48:21,386 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 11:48:21,386'
2026-03-28 11:48:21,386 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 11:48:21,386'
2026-03-28 11:55:27,685 - DEBUG - Request: GET /vebya_theorem from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:27,685'
2026-03-28 11:55:31,410 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:31,410'
2026-03-28 11:55:31,522 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:31,522'
2026-03-28 11:55:31,569 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:31,569'
2026-03-28 11:55:31,713 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:31,713'
2026-03-28 11:55:31,883 - DEBUG - Request: GET /static/library/chart.js/chart.umd.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:31,883'
2026-03-28 11:55:31,925 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:31,925'
2026-03-28 11:55:33,503 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:33,503'
2026-03-28 11:55:33,518 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:33,518'
2026-03-28 11:55:33,558 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:33,558'
2026-03-28 11:55:33,589 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:33,589'
2026-03-28 11:55:34,175 - DEBUG - Request: GET /static/natural/js/shorturl/private/admin.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:34,175'
2026-03-28 11:55:34,260 - DEBUG - Request: GET /favicon.ico from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:34,260'
2026-03-28 11:55:34,438 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:34,438'
2026-03-28 11:55:58,542 - DEBUG - Request: GET /vebya_theorem from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:55:58,542'
2026-03-28 11:56:00,508 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:00,508'
2026-03-28 11:56:00,524 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:00,524'
2026-03-28 11:56:00,524 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:00,524'
2026-03-28 11:56:00,546 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:00,546'
2026-03-28 11:56:00,546 - DEBUG - Request: GET /static/library/chart.js/chart.umd.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:00,546'
2026-03-28 11:56:00,562 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:00,562'
2026-03-28 11:56:04,318 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:04,318'
2026-03-28 11:56:04,330 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:04,330'
2026-03-28 11:56:04,330 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:04,330'
2026-03-28 11:56:04,338 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:04,338'
2026-03-28 11:56:04,856 - DEBUG - Request: GET /static/natural/js/shorturl/private/admin.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:04,856'
2026-03-28 11:56:05,149 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:05,149'
2026-03-28 11:56:21,455 - DEBUG - Request: GET /vebya_theorem from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:21,455'
2026-03-28 11:56:22,103 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:22,103'
2026-03-28 11:56:22,124 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:22,124'
2026-03-28 11:56:22,134 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:22,134'
2026-03-28 11:56:22,387 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:22,387'
2026-03-28 11:56:22,476 - DEBUG - Request: GET /static/library/chart.js/chart.umd.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:22,476'
2026-03-28 11:56:22,539 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:22,539'
2026-03-28 11:56:23,025 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:23,025'
2026-03-28 11:56:23,056 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:23,056'
2026-03-28 11:56:23,117 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:23,117'
2026-03-28 11:56:23,219 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:23,219'
2026-03-28 11:56:23,350 - DEBUG - Request: GET /static/natural/js/shorturl/private/admin.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:23,350'
2026-03-28 11:56:23,449 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:23,449'
2026-03-28 11:56:23,817 - DEBUG - Request: GET /login.html from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:23,817'
2026-03-28 11:56:30,788 - DEBUG - Request: GET /login from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:30,788'
2026-03-28 11:56:31,352 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:31,352'
2026-03-28 11:56:31,368 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:31,368'
2026-03-28 11:56:31,368 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:31,368'
2026-03-28 11:56:31,695 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:31,695'
2026-03-28 11:56:31,888 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:31,888'
2026-03-28 11:56:32,382 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:32,382'
2026-03-28 11:56:32,395 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:32,395'
2026-03-28 11:56:32,496 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:32,496'
2026-03-28 11:56:32,547 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:32,547'
2026-03-28 11:56:32,557 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/webfonts/fa-regular-400.woff2 from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:32,557'
2026-03-28 11:56:32,960 - DEBUG - Request: GET /static/natural/js/shorturl/public/login.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:32,960'
2026-03-28 11:56:33,143 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 11:56:33,143'
